name,maxplayers,minage,minplayers,minplaytime,playtime,yearpublished,category,mechanic,publisher,average,weightaverage,numberofweights,owned,position,usersrated,langdep,suggested1player,suggested2player,suggested3player,suggested4player,suggested5player,suggested6player,suggested7player,suggested8player,suggested9player,suggested10player,suggestedOver10player,suggestedPlayerAge
"Kasserine",2,12,2,120,120,2001,"Wargame,World War II","Dice Rolling,Hex-and-Counter,Simulation","GMT Games",7.01484,3.4333,30,472,4225,128,null,Best,Best,null,null,null,null,null,null,null,null,NotRecommended,null
"The New Dungeon!",6,8,1,45,45,1989,"Adventure,Dice,Exploration,Fantasy,Fighting,Medieval","Role Playing,Roll / Spin and Move,Variable Player Powers","Borras Plana S.A.,Fafner Spil,Parker Brothers,TSR",6.09587,1.6939,49,765,4362,431,Some,NotRecommended,Recommended,Recommended,Best,Best,Best,null,null,null,null,NotRecommended,8
"Greyhawk: Wars",6,12,2,180,180,1991,"Fantasy,Wargame","Area Movement","TSR",5.87376,2.3,20,413,8000,194,Unplayable,NotRecommended,Recommended,Recommended,Recommended,Recommended,Best,null,null,null,null,NotRecommended,10
"Cash",6,10,3,20,20,1990,"Card Game","null","Ravensburger Spieleverlag GmbH",5.73382,1.3,10,312,8971,136,No,null,null,null,null,null,null,null,null,null,null,null,null
"Ringgeister",4,10,2,120,120,1992,"Fantasy,Novel-based","Modular Board,Point to Point Movement","Laurin Verlag,Queen Games",4.935,2.1538,13,380,13243,150,No,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,6
"X-Bugs",2,10,2,30,30,2001,"Action / Dexterity,Fighting","Dice Rolling,Variable Player Powers","Dal Negro,Darwin Project,Fanpro,Nexus,Steve Jackson Games",6.41449,1.3651,63,860,3023,480,No,NotRecommended,Best,null,null,null,null,null,null,null,null,Best,10
"Scrabble Junior",4,5,2,30,30,1958,"Children's Game,Word Game","Tile Placement","(Unknown),Damm / Egmont,Drechsler,Falomir Juegos,Habourdin International,Hasbro,Joker,Jumbo,Mattel,Milton Bradley,Murfett Australia,Production & Marketing Company,Selchow & Righter,Sio,Spear's Games,Tinderbox Entertainment, LLC.",4.70219,1.4412,34,1018,13564,370,Unplayable,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,5
"Malefiz",6,8,2,60,60,1960,"Abstract Strategy,Racing","Roll / Spin and Move","(Unknown),Alga,Creative Crafthouse,Deco Play,Fisher Price,Granna,Hallmark Games,Mitra,Monkey Pod Games,Oficina do Aprendiz,Otto Maier Verlag,Plasticart,Ravensburger Spieleverlag GmbH,ROMBOL,Vedes,Vileda GmbH,Whitman,Woodstock Spiele,[touch]",5.37534,1.2048,83,1208,13225,716,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,4
"Spill and Spell",10,8,1,20,20,1956,"Dice,Educational,Party Game,Real-time,Word Game","Dice Rolling","Grow Jogos e Brinquedos,Jumbo,Parker Brothers,Phillips Publishers, Inc.",5.21807,1.2941,17,374,12241,117,null,null,null,null,null,null,null,null,null,null,null,null,null
"Rome & Carthage",4,10,2,60,60,1955,"Ancient,Civilization,Fighting,Nautical,Wargame","null","Clipper,Grosso Modo Éditions,Grow Jogos e Brinquedos,Miro Company,Parker Brothers",6.33843,2.125,16,271,6421,121,Some,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Starship Catan",2,12,2,60,60,2001,"Card Game,Exploration,Science Fiction,Space Exploration","Dice Rolling,Memory,Press Your Luck,Trading","999 Games,KOSMOS,Mayfair Games,Tilsit",6.8581,2.4643,364,5864,721,3816,Moderate,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"HellRail: Third Perdition",4,10,3,60,60,2001,"Card Game,Trains","Modular Board,Pick-up and Deliver,Tile Placement","Mayfair Games",5.89534,2.1915,47,899,4744,514,No,NotRecommended,null,Best,null,null,null,null,null,null,null,NotRecommended,null
"Mystery Mansion",4,8,3,90,90,1984,"Children's Game,Deduction,Exploration,Murder/Mystery","Modular Board","Milton Bradley,Parker Brothers",5.98077,1.95,20,582,6128,286,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,Best,6
"Electronic Talking Mystery Mansion",4,8,2,45,45,1995,"Deduction,Electronic,Exploration,Murder/Mystery","null","Parker Brothers",6.27857,1.3636,11,334,6396,140,null,NotRecommended,Best,Best,null,null,null,null,null,null,null,null,null
"Titicaca",5,12,2,60,60,2001,"Territory Building","Area Enclosure,Auction/Bidding,Modular Board","Cwali",6.26167,2.92,25,399,4754,210,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,null
"DVONN",2,9,2,30,30,2001,"Abstract Strategy","Grid Movement","Corfix,Don & Co.,HUCH! & friends,Rio Grande Games,Smart Toys and Games, Inc.",7.42912,2.6905,349,4467,318,3585,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Lotus",4,10,2,20,20,1998,"Abstract Strategy,Racing","null","Ravensburger Spieleverlag GmbH",5.42528,1.5833,12,336,11804,180,No,null,Best,Recommended,null,null,null,null,null,null,null,null,null
"Eureka",6,8,3,60,60,1988,"Exploration","Grid Movement,Pick-up and Deliver,Roll / Spin and Move","AS Company,Carlit,Ravensburger Spieleverlag GmbH",5.84084,1.4848,33,629,7300,311,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,6
"Muscat",5,10,3,45,45,2001,"Abstract Strategy,Arabian","Rock-Paper-Scissors,Tile Placement","Sternspieler",6.41248,2.3889,18,242,4175,207,null,null,Recommended,Best,Best,Best,null,null,null,null,null,null,null
"Scrabble Sentence Cube Game",0,10,0,10,10,1971,"Dice,Word Game","Dice Rolling","danspil,Selchow & Righter,Top-Toy",4.62586,1.2222,9,442,13328,116,Extensive,null,null,null,null,null,null,null,null,null,null,null,8
"Tower of the Wizard King",4,10,2,60,60,1993,"Fantasy,Fighting,Miniatures","Campaign / Battle Card Driven,Modular Board","Parker Brothers",5.8687,1.9286,14,309,8598,123,Some,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,null,null
"Orient Express",6,10,1,60,60,1985,"Deduction,Murder/Mystery,Trains","null","Abeilles Editions,Diset S. A.,Jumbo,Just Games (I),Oy Lollipop Ab",6.61034,2.2857,49,1134,2430,538,Extensive,Recommended,Recommended,Recommended,Best,Recommended,Best,null,null,null,null,Recommended,12
"Quinto",4,8,2,30,30,1964,"Abstract Strategy,Math","Tile Placement","3M",5.88455,1.8636,22,731,7661,165,No,NotRecommended,Best,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Battlecars",4,12,2,90,90,1983,"Dice,Fighting,Racing,Science Fiction","Modular Board,Point to Point Movement,Take That,Variable Player Powers","Games Workshop Ltd.,Target Games",6.1354,1.9792,48,600,4519,339,Some,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Extra!",6,8,1,10,10,1989,"Dice","Dice Rolling,Set Collection","Fun Connection,G3,Hexagames (I),Schmidt Spiele",6.46382,1.4565,46,387,3338,327,No,Best,Recommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Gazza! The Game",4,7,2,30,30,1960,"Card Game,Sports","Card Drafting,Hand Management","Lagoon Games,MB Giochi,MB Jeux,MB Juegos,MB Spellen,Milton Bradley,Pepys (Castell Brothers),The Toy Company Argentina S.R.L.",5.55948,1.0833,12,248,10653,155,null,NotRecommended,Best,NotRecommended,NotRecommended,null,null,null,null,null,null,NotRecommended,10
"Sequence",12,7,2,10,120,1982,"Abstract Strategy,Card Game","Hand Management,Partnerships,Pattern Building","(Unknown),Bergsala Enigma,Eskifell hf.,I on U,Jax, Ltd.,Nordic Games GmbH,Parker Brothers,Parker Spiele,Ventura Games,Winning Moves France",5.90481,1.3613,382,8088,3099,4529,No,NotRecommended,Recommended,Best,Best,NotRecommended,Recommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,8
"The Wreck of the B.S.M. Pandora",5,10,1,120,120,1980,"Adventure,Science Fiction","Co-operative Play,Tile Placement","Hobby Japan,SPI (Simulations Publications, Inc.)",6.39472,2.2632,19,572,5097,161,Moderate,Best,Recommended,Recommended,null,null,null,null,null,null,null,null,null
"Guesstures",99,8,4,10,10,1990,"Card Game,Party Game,Word Game","Acting,Partnerships,Role Playing,Roll / Spin and Move","Grow Jogos e Brinquedos,Hasbro,Milton Bradley,Parker Brothers,Parker Spiele",5.93898,1.1809,94,2242,3700,1079,Unplayable,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Best,Recommended,Best,Recommended,Best,NotRecommended,8
"Scattergories",6,12,2,30,30,1988,"Party Game,Real-time,Word Game","Dice Rolling,Paper-and-Pencil","Game Office,Grow Jogos e Brinquedos,Hasbro,MB Giochi,MB Juegos,MB Spiele,Milton Bradley,Parker Brothers,Toyster",6.12636,1.4171,398,9986,2036,5925,Unplayable,NotRecommended,Recommended,Recommended,Best,Best,Best,null,null,null,null,Recommended,12
"Blue Line Hockey",2,8,2,45,45,1968,"Sports","Roll / Spin and Move","3M",5.4566,1.9167,12,356,11847,106,null,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Huggermugger",4,12,2,45,45,1989,"Trivia,Word Game","null","Golden,Huggermugger Company,Western Publishing Company",5.16851,1.6538,26,806,13349,354,Unplayable,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Mastermind",2,8,2,20,20,1971,"Abstract Strategy,Deduction","Paper-and-Pencil","Alga,Brohm-Parker-Spiele,Cadaco,Capiépa - Jeux Éducatifs,Cayro Juegos,CEFA (Celulosa Fabril S. A.),Chieftain Products,Clipper,Croner,Dilemma Games,Diset S. A.,Dourios,Falomir Juegos,Games International BV,Globo Giocattoli,Grow Jogos e Brinquedos,Hasbro,Henry Higgins Promotions,Invicta Games,Jumbo,Kenbrite,Krajowa Agencja Wydawnicza,Orda Industries Ltd.,Parker Brothers,Paul Lamond Games Ltd,Pavilion,Plasticart,Poptoy,Pressman Toy Corp.,Trixy Games,VEB Plastspielwaren Berlin,Vic-Toy,Waddington's Games, Inc.,Woodstock Spiele, (Shu Creation)",5.45679,1.8036,387,6225,13045,4417,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Dominoes",10,5,2,30,30,1500,"Abstract Strategy,Game System,Video Game Theme","Pattern Building,Pattern Recognition,Tile Placement","(Public Domain),(Unknown),A M Smith - California Wine Depot,Alga,Anton Publications,Bacardi Limited,Bambolino toys,Bananagrams,Bello Games New York, Inc.,Built-Rite,Callaway,Cardinal,Cayro Juegos,Chad Valley Co Ltd.,Chas Goodall & Sons Ltd,CHH Games,Coca-Cola,Cockburn's Port,Codeg,Comas,CowoC Inc.,Crisloid,Dal Negro,danspil,Der Grüne Punkt,Deuce,Dilemma Games,Dohánytoys,Double Diamond,Dourios,Dujardin,Early Learning Centre,Editrice Giochi,Elkloid Company,The Embossing Company,Enoch Morgans Sons Co.,Esso,Estrela,Excalibur Electronics,Excite Limited,F.X. Schmid,Fame Products,FridgePlay,Front Porch Classics,Fundex,Galleryplay,Ghisò,Glevum Games,Global Partner,Great American Puzzle Factory,H. P. Gibson & Sons,Halsam,House Martin,House of Marbles,Inovac Rima SA,Jaymar Specialty Co.,John Jaques of London,Jumbo,K & C Ltd,Kitfix Swallow Group,Klopffleisch,Lagoon Games,Leaping Dog,Longfield Games,M & G Pacific Toys, Inc,Magnetic Poetry Inc,Marigó,Marion Co., Inc.,McLoughlin Brothers,Melissa & Doug,Michael Stanfield,Milton Bradley,Monkey Pod Games,Neroulia,nestorgames,Noris Spiele,Old Holborn,Oriental Trading Company,Parker Brothers,Paul Lamond Games Ltd,Pavilion,Pelikan,Pepys (Castell Brothers),Peri Spiele,Peter Pan Playthings,Piatnik,Pin International,Plasticart,Playskool,Poptoy,Pressman Toy Corp.,Puremco,R.J. Reynolds Tobacco Co.,Reiss Games,Rite Lite Ltd.,RMS International Ltd.,RoseArt,Sababa Toys, Inc.,Saml. Gabriel Sons and Company,Schmidt Spiele,Selecta Spel en Hobby,Simba Toys,Simpson Spring Company,Soviet Union,Spear's Games,Die Spiegelburg,Stokes & Dalton,Tactic,Thomas Salter Ltd,Trefl,Unikatoy,The United States Playing Card Company,USAopoly,VEB Plastspielwaren Berlin,Venture Inc.,Vilac,W. D. & H. O. Wills,Waddington's Games, Inc.,Weico Produkte GmbH,Western Publishing Company,Whitman,Wicked Vision,Wm F. Drueke & Sons, Inc.,Wood Expressions,Woodstock Spiele,Zontik Games",5.43371,1.4038,468,7524,13296,4382,No,NotRecommended,Recommended,Recommended,Best,Recommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,5
"Ur: 1830 BC",6,14,3,180,180,2001,"Ancient,Civilization","Tile Placement","Splotter Spellen",6.60304,3.8519,27,580,3769,214,Moderate,NotRecommended,NotRecommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,NotRecommended,14
"Cribbage",4,10,2,30,30,1630,"Card Game","Hand Management","(Public Domain),(Unknown),5th Peg,Acme Ruler Company,Are-Jay Game Company,Bello Games New York, Inc.,C.R. Gibson,Cardinal,Chad Valley Co Ltd.,CHH Games,Coca-Cola,Creative Crafthouse,Crisloid,Decipher,Double Diamond,E.S. Lowe,EnumeroCribbageBoards,Fame Products,Field Mfg. Co.,Fundex,Halsall,Horn,House Martin,House of Marbles,Hoyle Products,John Jaques of London,John N. Hansen Co., Inc.,John Player & Sons,John Waddington Ltd.,Lash's Bitters,MacGregor Historic Games,Man-indo,Milton Bradley,Montrose Games LLC,Nu-Bef,Pacific Game Company,Pavilion,Piatnik,Playtoy Industries,Pleasantime Games,Pressman Toy Corp.,Schweppes,Sterling Games,The United States Playing Card Company,W. D. & H. O. Wills,Waddington's Games, Inc.,Whitman,Wm F. Drueke & Sons, Inc.,Wood Expressions,Woodstock Spiele,WorldWise Imports, LLC",7.00901,1.9072,485,8446,521,6116,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,8
"Globetrotters",6,12,2,90,90,1984,"Transportation","Roll / Spin and Move,Set Collection","Casper,Competo / Marektoy,Irwin Toy Ltd.,Schmidt Spiele,Selecta Spel en Hobby",5.65329,1.7778,18,298,12049,152,Moderate,NotRecommended,NotRecommended,Best,Best,Best,Best,null,null,null,null,NotRecommended,6
"Duell",2,12,2,20,20,1975,"Abstract Strategy,Dice,Number","Grid Movement","Alga,Denys Fisher Toys,Lakeside,Lilí-Ledy,Miro Company,Parker Brothers,Parker Spiele,Schmidt Spiele,Space Age Games,Das Spiel,Toltoys",5.79494,2.4444,18,558,8385,195,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,14
"Word Thief",10,9,2,45,45,1994,"Card Game,Word Game","null","FABY,Outset Media",6.13109,1.85,20,514,5780,184,null,null,Recommended,Best,Recommended,Best,null,null,null,null,null,null,10
"Tell Me: The Grand Quiz Game",8,6,2,20,20,1933,"Party Game,Trivia,Word Game","Partnerships","Bell,Bookmark Verlag,F.X. Schmid,Habourdin International,Hausser,J & L Randall, Ltd.,Jumbo,Klee,Ravensburger Spieleverlag GmbH,Rocket Toys and Games,Sala,Selecta Spel en Hobby,Spear's Games,VEB Druckwerke Reichenbach",5.22458,1.1538,26,396,12707,179,No,null,null,null,null,null,null,null,null,null,null,null,6
"Bismarck",2,12,2,120,120,1962,"Miniatures,Nautical,Wargame,World War II","Dice Rolling,Secret Unit Deployment","Avalon Hill",6.41408,2.9643,56,697,3706,309,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,Recommended,12
"Hit the Beach",4,10,2,60,60,1965,"Wargame,World War II","null","Milton Bradley",5.13582,1.0833,12,260,12926,134,Some,NotRecommended,null,Recommended,Best,null,null,null,null,null,null,null,10
"Skirmish",2,10,2,60,60,1975,"Age of Reason,American Revolutionary War,Wargame","Dice Rolling,Point to Point Movement","Milton Bradley",6.06903,1.7778,27,381,6841,155,null,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Battle-Cry",4,10,2,60,60,1961,"American Civil War,Wargame","Dice Rolling,Point to Point Movement","Milton Bradley",5.56604,1.6389,36,622,10410,293,Moderate,NotRecommended,Best,NotRecommended,NotRecommended,null,null,null,null,null,null,NotRecommended,10
"Bargain Hunter",4,9,2,60,60,1981,"Economic","Roll / Spin and Move,Set Collection","Milton Bradley",4.53577,1.25,12,311,13406,130,Extensive,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"MotorChamp",8,8,2,120,120,2000,"Racing,Sports","Roll / Spin and Move","AZA Spiele",6.68401,1.9545,22,217,4422,152,No,null,null,null,null,null,null,null,null,null,null,null,null
"Carrier Strike!",4,8,2,45,45,1977,"Miniatures,Nautical,Wargame,World War II","Dice Rolling,Roll / Spin and Move","Milton Bradley",5.9413,1.4545,33,468,6286,246,null,NotRecommended,Best,Best,Best,null,null,null,null,null,null,null,6
"Chopper Strike",2,8,2,45,45,1976,"Aviation / Flight,Miniatures,Modern Warfare,Wargame","Modular Board,Roll / Spin and Move","John Sands Pty Ltd,Milton Bradley",5.16813,1.5,18,337,13001,182,null,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,null
"World War II: European Theater of Operations",3,12,2,360,360,1985,"Wargame,World War II","Dice Rolling,Hex-and-Counter","SPI (Simulations Publications, Inc.),TSR",7.15144,3.9787,47,587,3291,209,No,NotRecommended,Recommended,Best,null,null,null,null,null,null,null,Best,14
"Jenga",8,6,1,20,20,1983,"Action / Dexterity,Party Game","null","(Unknown),Barnes & Noble,Borras Plana S.A.,Cayro Juegos,Chad Valley Co Ltd.,Challenge Master Game Co Ltd,Creative Crafthouse,Dal Negro,Der Grüne Punkt,Early Learning Centre,Estrela,Full Base Union Enterprise Co., Ltd.,Fundex,Goki,Grow Jogos e Brinquedos,Hasbro,IKEA,Irwin Toy Ltd.,John Jaques of London,Klee,Lagoon Games,Leslie Scott Associates,MB Spiele,Melco,Milton Bradley,NeoTroy Games,Okoïa - Addendo,Paradigm Games Ltd,Parker Brothers,Pavilion,Pokonobe Associates,Queen Games,Salco,Schmidt France,Siam Mandalay,Simba Toys,SPM - Syarikat Permainan Malaysia,Stihl,Tactic,Tesco,Tomy,tridias,USAopoly,Woodstock Spiele,WWF",5.55438,1.1365,586,11411,10271,7453,No,NotRecommended,Best,Recommended,Best,Recommended,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,5
"Blokus",4,5,2,20,20,2000,"Abstract Strategy,Territory Building","Area Enclosure,Tile Placement","Alary Games,Beverly Enterprises, Inc.,danspil,Divisible By Zero (DBZ) Aust Pty Ltd,Educational Insights,Euro World,FoxMind Israel,Granna,Green Board Game Co.,Heidelberger Spieleverlag,Hodin,Kaissa Chess & Games,Mattel,Piatnik,QfreeGames,Ravensburger Spieleverlag GmbH,Sekkoia,Winning Moves France",6.94393,1.7942,1443,20712,474,16879,No,NotRecommended,Recommended,NotRecommended,Best,null,null,null,null,null,null,NotRecommended,6
"India Rails",6,12,2,180,180,1998,"Economic,Trains,Transportation","Action / Movement Programming,Crayon Rail System,Pick-up and Deliver,Route/Network Building","Mayfair Games",7.03931,2.5862,58,880,1963,472,Some,NotRecommended,Best,Best,Best,Recommended,NotRecommended,null,null,null,null,NotRecommended,8
"The Hobbit: The Defeat of Smaug",6,8,2,30,30,2001,"Adventure,Dice,Fantasy,Novel-based","Point to Point Movement,Rock-Paper-Scissors,Roll / Spin and Move","999 Games,Alga,Devir,Esdevium,Fantasy Flight Games,Kaissa Chess & Games,Klee,Laser plus,Piatnik,Playroom Entertainment,Sophisticated Games,Tactic,Tilsit",4.83457,1.3364,107,1897,13615,1025,Extensive,NotRecommended,Best,Best,Recommended,Recommended,NotRecommended,null,null,null,null,NotRecommended,6
